shah@shah-lappy:~/Documents/Thesis/code$ javac Backup2min.java
shah@shah-lappy:~/Documents/Thesis/code$ java -Xmx6g Backup2min 
Running backup2min ../../thesis-datasets/morph/morph_.999_.10/
file1.txt output_file_.999_.10.txt
100 199.54702824588185 0.78220285
150 298.3338056951923 0.7024333
200 398.03371345552966 0.63012645
250 497.1908715755979 0.5666431
300 596.5163445478406 0.5095045
350 695.2410748427017 0.4590407
400 793.8082952966859 0.4145035
450 891.3053166362138 0.37564725
500 992.3096005953857 0.33864275
550 1089.0280424720936 0.307126
600 1188.1423394522665 0.2791399
650 1285.5122766422419 0.25500275
700 1383.5085777531822 0.2324389
750 1483.5694681403456 0.2115294
800 1578.1582892764145 0.19391055
850 1679.4021328407086 0.17744835
900 1781.4197915738844 0.1607789
950 1877.9342723004695 0.148016
1000 1976.8706138183256 0.1347024
Running backup2min ../../thesis-datasets/morph/morph_.995_.10/
file1.txt output_file_.995_.10.txt
100 199.30442754785798 0.30974635
150 298.4851876725617 0.192195
200 398.7797340139174 0.12135495
250 497.53719090502017 0.07822725
300 596.6587112171837 0.052063
350 694.589150517469 0.03503525
400 792.6442612555485 0.024858
450 891.8617614269788 0.0172093
500 990.7366126715212 0.011961
550 1088.7316276537833 0.00811705
600 1188.1423394522665 0.0057799
650 1286.6700977869275 0.00416415
700 1381.788033715628 0.00297115
750 1483.5694681403456 0.0021996
800 1580.1532748676623 0.001638
850 1678.556441460344 0.00151205
900 1777.4617845716316 0.0011954
950 1874.2385905725798 9.6395E-4
1000 1976.2845849802372 7.5905E-4
Running backup2min ../../thesis-datasets/morph/morph_.999_.95/
file1.txt output_file_.999_.95.txt
100 199.51716845234532 0.76008705
150 298.14701629373445 0.67941315
200 398.4619369234754 0.60887375
250 497.2279541555826 0.54850825
300 596.1607249314416 0.49380795
350 694.7580505089103 0.44562595
400 793.7767899666613 0.40153735
450 892.458723784025 0.36286985
500 993.6406995230525 0.32695625
550 1090.5125408942204 0.2979493
600 1187.4369174137623 0.270457
650 1284.8515996402416 0.2460841
700 1382.1700069108501 0.22455635
750 1481.700992739665 0.20575055
800 1581.152660289351 0.1886998
850 1679.5431642593214 0.1722801
900 1781.895937277263 0.15793975
950 1877.0530267480055 0.1456907
1000 1976.4798893171262 0.13259855
Running backup2min ../../thesis-datasets/morph/morph_.999_.40/
file1.txt output_file_.999_.40.txt
100 199.46941136576706 0.7807273
150 298.41838257236645 0.7005518
200 398.31909342574335 0.62808515
250 497.4381933044819 0.56575635
300 596.2673662870432 0.5087985
350 694.7097849873215 0.4602512
400 793.6507936507936 0.4182465
450 891.583452211127 0.37844115
500 992.358836955443 0.3422061
550 1088.7908977080951 0.31082975
600 1186.5915158706616 0.2826715
650 1283.8618564642445 0.2567695
700 1381.692573402418 0.2340177
750 1483.459427384661 0.21149275
800 1579.778830963665 0.19284325
850 1679.4021328407086 0.1758603
900 1781.2611328820806 0.16092755
950 1877.7579569993427 0.1482206
1000 1978.4350578692254 0.1337088
Running backup2min ../../thesis-datasets/morph/morph_.990_.40/
file1.txt output_file_.990_.40.txt
100 199.352105656616 0.10666435
150 298.45846204354507 0.04618315
200 397.77247414478916 0.0208179
250 496.9561436203255 0.01035265
300 596.5875193890944 0.0052688
350 695.4102920723227 0.00266555
400 793.2101213611486 0.00165075
450 889.8776418242492 8.5875E-4
500 988.9240506329114 5.1515E-4
550 1090.80992637033 1.999E-4
600 1187.507421921387 1.428E-4
650 1286.2563508907326 1.127E-4
700 1383.7957517470422 7.87E-5
750 1483.7895986349135 4.165E-5
800 1582.9046299960428 4.165E-5
850 1689.6173016811692 0.0
900 1790.1897601145722 0.0
950 1891.2529550827423 0.0
1000 1987.4788830368677 0.0
Running backup2min ../../thesis-datasets/morph/morph_.999_70/
file1.txt output_file_.999_.70.txt
100 199.5092073499192 0.77839415
150 298.1959147159684 0.6977671
200 398.1922073785016 0.6272442
250 497.5867044832562 0.56526995
300 596.4096141229796 0.50871315
350 694.9511796796276 0.4598227
400 792.9585282689716 0.41530585
450 891.146459920688 0.3768419
500 992.4573243350536 0.34029
550 1090.8694229300752 0.30965435
600 1188.0717595342758 0.2806853
650 1285.4296548621376 0.2570276
700 1383.6042891732964 0.2350858
750 1483.3494029518654 0.21250345
800 1578.6565632646618 0.1949746
850 1679.120141046092 0.17758805
900 1780.785326328911 0.16188465
950 1878.1106207155601 0.1500304
1000 1980.7863721897593 0.1381977
Running backup2min ../../thesis-datasets/morph/morph_.998_.90/
file1.txt output_file_.998_.90.txt
100 199.57092251658932 0.59327865
150 298.0759199368079 0.4787593
200 397.8753456542065 0.3876859
250 497.17851194471376 0.31625635
300 596.9258319653783 0.25857705
350 696.2818548948615 0.213033
400 793.6822889797214 0.1768202
450 890.7892392659896 0.1482315
500 992.9007595690811 0.12225495
550 1090.7504363001744 0.1028333
600 1190.6888134785975 0.0864118
650 1289.3243940175348 0.0736451
700 1387.1549452073796 0.0618638
750 1486.6572511707425 0.0534467
800 1581.7779183802595 0.04447915
850 1679.8252981689905 0.03804285
900 1782.5311942959001 0.03218425
950 1877.2292096865028 0.02801935
1000 1981.3750743015653 0.02452125
Running backup2min ../../thesis-datasets/morph/morph_.990_.90/
file1.txt output_file_.990_.90.txt
100 199.28655413619242 0.0926317
150 299.0162365816464 0.03979615
200 397.24313265934416 0.0182318
250 495.1965930474398 0.00855285
300 594.4419676029128 0.00402195
350 693.6736958934517 0.0019765
400 795.3867568104992 8.4615E-4
450 893.016610108948 4.369E-4
500 991.6208042044722 2.4955E-4
550 1087.0746820306556 1.706E-4
600 1187.9306248515086 1.035E-4
650 1289.4075172458256 7.12E-5
700 1386.2895958965828 3.675E-5
750 1486.7677668748142 0.0
800 1586.0428231562253 0.0
850 1686.9095816464237 0.0
900 1787.6296031462282 0.0
950 1886.2586060548902 0.0
1000 1981.7677368212446 0.0
Running backup2min ../../thesis-datasets/morph/morph_.999_90/
file1.txt output_file_.999_.90.txt
100 199.48333815418067 0.7703253
150 298.3560581197601 0.689721
200 398.120869495979 0.61730785
250 496.68463009412176 0.55488985
300 596.3029218843172 0.49866735
350 694.5167899433969 0.45094365
400 793.0843048616068 0.40717205
450 892.6578888640928 0.3684263
500 995.9167413604223 0.32951515
550 1093.6132983377079 0.30034735
600 1192.9615269907545 0.27257075
650 1290.3225806451612 0.249084
700 1385.2334118298934 0.2276558
750 1485.5529971031717 0.2066637
800 1578.5319652722967 0.18795605
850 1678.9791806581597 0.1707013
900 1779.99288002848 0.15380835
950 1876.7007600638078 0.140905
1000 1975.1135690302192 0.1295811
Running backup2min ../../thesis-datasets/morph/morph_.998_.40/
file1.txt output_file_.998_.40.txt
100 199.48731759378398 0.61360255
150 298.3471567515962 0.49743255
200 398.18427968463806 0.40475095
250 496.8080085450977 0.33197095
300 596.2851435556483 0.27232935
350 694.058856191005 0.2243447
400 792.675676746859 0.1871515
450 891.9015340706386 0.1558562
500 992.2603691208573 0.13010695
550 1088.9094571786356 0.1090703
600 1187.0845204178538 0.09384925
650 1283.6146588794045 0.07820275
700 1381.501692339573 0.06601945
750 1481.700992739665 0.05659685
800 1575.299306868305 0.0480803
850 1675.3224995811693 0.04043675
900 1779.3594306049822 0.03418455
950 1878.1106207155601 0.02880695
1000 1980.7863721897593 0.02454795
Running backup2min ../../thesis-datasets/morph/morph_.990_.95/
file1.txt output_file_.990_.95.txt
100 198.86250646303145 0.08250165
150 298.46291598268914 0.0352752
200 396.5185669818989 0.0160001
250 496.4134130904217 0.00794535
300 596.4807634953772 0.0039149
350 696.6941860870171 0.00205935
400 793.4933544931562 0.0010097
450 894.1744534358653 3.2405E-4
500 990.1970492127933 2.2925E-4
550 1089.6807235480005 1.2235E-4
600 1187.648456057007 0.0
650 1287.995878413189 0.0
700 1388.5995973061167 0.0
750 1488.9815366289458 0.0
800 1587.6796062554577 0.0
850 1685.2039096730705 0.0
900 1798.5611510791366 0.0
950 1895.195678953852 0.0
1000 1994.614540740002 0.0
Running backup2min ../../thesis-datasets/morph/morph_.990_.10/
file1.txt output_file_.990_.10.txt
100 199.407758955901 0.1072769
150 298.33825591455593 0.0457157
200 398.0574795000398 0.02006235
250 497.4505658500187 0.00936405
300 597.4964897081229 0.00466725
350 696.0153123368714 0.0025319
400 794.1234862021045 0.00124095
450 894.6144211844695 6.2455E-4
500 992.950054612253 3.2755E-4
550 1092.478286994046 1.6375E-4
600 1189.9803653239721 7.635E-5
650 1285.5949090441602 7.635E-5
700 1381.8835072203412 4.18E-5
750 1482.0303816228234 4.18E-5
800 1577.1626843308886 4.18E-5
850 1681.6614815437651 0.0
900 1786.1927301955882 0.0
950 1890.7165815844205 0.0
1000 1995.8088015168146 0.0
Running backup2min ../../thesis-datasets/morph/morph_.998_.70/
file1.txt output_file_.998_.70.txt
100 199.49129719216 0.6121444
150 298.18702290076334 0.49664785
200 397.9941096871766 0.4045417
250 497.17851194471376 0.330171
300 596.9258319653783 0.2710852
350 694.3239021003299 0.2238675
400 792.2047056959518 0.18648845
450 891.583452211127 0.15472955
500 991.4241808357706 0.1279512
550 1088.6723640520386 0.1074582
600 1188.8486001307733 0.09017735
650 1286.0909266285125 0.0760573
700 1382.9345871940257 0.06467885
750 1483.239394838327 0.05486655
800 1583.4059061040298 0.0467108
850 1683.5016835016836 0.0403988
900 1783.6439846606618 0.03407
950 1879.8759281887396 0.029201
1000 1978.2393669634025 0.0248263
Running backup2min ../../thesis-datasets/morph/morph_.995_.95/
file1.txt output_file_.995_.95.txt
100 199.64463255405377 0.2687
150 299.0028255767017 0.164625
200 397.7645631550685 0.10355015
250 495.896456819816 0.067037
300 595.1318216985062 0.04396225
350 691.5151096051449 0.0288635
400 792.2674694977025 0.01984435
450 890.7098957869422 0.0140272
500 989.6580731357316 0.00971655
550 1089.0280424720936 0.0064471
600 1189.4849530153444 0.0047616
650 1285.8428700012857 0.00348045
700 1386.0974426502182 0.00253995
750 1484.4503822459735 0.00166365
800 1579.030475288173 0.00141185
850 1683.5016835016836 8.575E-4
900 1785.5548611731097 6.2625E-4
950 1884.1262364578427 5.3385E-4
1000 1988.2692116512576 4.844E-4
